account_id,cardholder_id,product_id,open_date,credit_limit
30189,30189,2,2020-08-26,"$13,800.00"
30190,30190,3,2021-02-28,21600
30191,30191,1,12/05/2020,"$1,500.00"
30192,30192,4,2024-08-23,"$50,000.00"
30193,30193,4,12/28/2024,"$43,500.00"
30194,30194,3,08/20/2020,50000
30195,30195,3,2022-09-18,27700
30196,30196,3,06/10/2020,"$16,200.00"
30197,30197,4,Oct 05 2023,"$14,000.00"
30198,30198,3,Jun 20 2019,"$8,200.00"
30199,30199,2,2023-04-23,9600
30200,30200,4,12/27/2020,23000.00
30201,30201,4,Jan 03 2021,"$12,500.00"
30202,30202,2,2019-10-01,"$26,900.00"
30203,30203,2,2021-04-24,4700
30204,30204,3,2020-06-27,17400
30205,30205,4,2023-04-10,49100
30206,30206,2,May 15 2022,7400
30207,30207,4,Jul 09 2022,"$26,600.00"
30208,30208,4,Dec 10 2023,23200
30209,30209,3,09/23/2023,17800
30210,30210,3,2022-10-06,11100
30211,30211,1,2022-04-14,1500
30212,30212,3,2022-10-08,"$50,000.00"
30213,30213,3,2023-10-29,"$42,200.00"
30214,30214,3,12/08/2020,"$50,000.00"
30215,30215,4,Mar 25 2023,"$50,000.00"
30216,30216,3,02/05/2020,32000.00
30217,30217,4,Jun 20 2020,28800.00
30218,30218,3,2023-10-31,29000
30219,30219,4,Feb 23 2023,27000
30220,30220,3,2021-09-12,31600.00
30221,30221,3,Oct 28 2025,"$37,800.00"
30222,30222,3,Jan 27 2024,"$15,400.00"
30223,30223,4,04/08/2021,24500
30224,30224,2,2024-09-15,7400
30225,30225,2,2018-09-20,11900
30226,30226,4,2019-12-30,"$43,600.00"
30227,30227,2,2022-08-29,18800.00
30228,30228,3,Feb 27 2021,27800.00
30229,30229,3,2020-04-25,8400.00
30230,30230,4,06/14/2025,"$40,400.00"
30231,30231,3,04/11/2019,7100
30232,30232,4,2025-04-14,38100
30233,30233,3,2023-08-01,10200
30234,30234,4,2019-10-31,14900.00
30235,30235,4,12/28/2019,"$13,400.00"
30236,30236,3,02/17/2023,20800.00
30237,30237,4,2018-11-17,50000.00
30238,30238,3,2021-03-29,"$36,900.00"
30239,30239,3,2018-08-13,13400.00
30240,30240,2,2020-07-14,"$13,800.00"
30241,30241,1,01/23/2020,1500
30242,30242,4,11/04/2018,13900
30243,30243,2,2019-06-09,"$8,600.00"
30244,30244,2,06/05/2022,18100.00
30245,30245,3,2023-11-25,15000
30246,30246,2,2022-08-08,"$19,100.00"
30247,30247,4,05/05/2019,12200.00
30248,30248,3,Sep 06 2019,"$11,800.00"
30249,30249,4,07/17/2022,21800
30250,30250,2,01/04/2025,8900
30251,30251,3,Apr 21 2023,19900.00
30252,30252,2,2020-10-20,"$18,100.00"
30253,30253,3,2021-05-12,"$12,600.00"
30254,30254,2,2018-07-02,"$12,500.00"
30255,30255,4,2023-05-05,"$41,300.00"
30256,30256,1,2021-03-25,"$1,500.00"
30257,30257,2,2019-05-17,6300
30258,30258,4,2021-11-19,23900
30259,30259,3,2023-11-14,11400.00
30260,30260,3,Feb 02 2022,30800
30261,30261,4,2021-09-28,29200.00
30262,30262,3,02/21/2025,"$19,100.00"
30263,30263,3,02/22/2024,36500
30264,30264,4,2021-08-27,"$26,200.00"
30265,30265,1,2024-02-03,1500.00
30266,30266,3,12/24/2021,19600
30267,30267,3,03/02/2025,"$9,600.00"
30268,30268,4,2023-08-23,"$6,000.00"
30269,30269,3,2018-12-19,"$13,800.00"
30270,30270,4,2025-05-08,43400.00
30271,30271,2,01/30/2025,"$20,900.00"
30272,30272,2,10/21/2022,10700
30273,30273,4,07/05/2022,50000.00
30274,30274,3,2025-07-01,50000
30275,30275,1,2022-03-08,"$1,500.00"
30276,30276,4,2019-04-10,29300
30277,30277,4,02/16/2022,24800
30278,30278,2,2021-03-04,"$11,200.00"
30279,30279,4,Nov 08 2023,"$15,700.00"
30280,30280,2,04/22/2021,17200
30281,30281,3,Sep 22 2022,"$16,800.00"
30282,30282,3,2019-01-16,21700
30283,30283,2,08/27/2019,"$5,200.00"
30284,30284,2,01/21/2020,"$20,700.00"
30285,30285,4,01/04/2023,8400
30286,30286,1,2021-11-16,1500.00
30287,30287,3,Nov 25 2021,"$7,900.00"
30288,30288,3,2023-12-08,"$10,100.00"
30289,30289,2,12/28/2021,15500.00
30290,30290,4,04/05/2022,18300
30291,30291,4,May 30 2021,19900
30292,30292,2,02/28/2022,14100
30293,30293,3,2023-05-31,"$9,800.00"
30294,30294,4,Jun 19 2018,42800
30295,30295,4,Oct 01 2023,"$20,700.00"
30296,30296,4,2020-01-16,30600.00
30297,30297,3,11/04/2020,32400
30298,30298,3,2020-04-14,"$6,000.00"
30299,30299,3,Nov 18 2020,23100
30300,30300,1,May 10 2022,1500
30301,30301,4,2023-01-09,35700
30302,30302,4,2020-12-06,50000
30303,30303,4,10/08/2021,"$15,300.00"
30304,30304,2,2018-11-27,"$15,500.00"
30305,30305,2,2023-08-09,"$14,900.00"
30306,30306,4,Jul 21 2020,"$24,300.00"
30307,30307,3,02/06/2020,14800.00
30308,30308,2,2025-02-07,4000
30309,30309,3,2023-05-29,10200.00
30310,30310,2,2021-09-28,33200
30311,30311,4,Sep 30 2022,"$50,000.00"
30312,30312,2,2023-12-05,25000.00
30313,30313,3,2020-04-07,"$50,000.00"
30314,30314,4,2024-08-11,38700
30315,30315,4,Aug 08 2025,"$13,000.00"
30316,30316,1,2025-06-10,"$1,500.00"
30317,30317,2,04/22/2022,"$11,700.00"
30318,30318,4,2019-06-15,"$8,200.00"
30319,30319,2,2020-04-25,10300
30320,30320,2,01/25/2020,16300
30321,30321,3,May 25 2022,"$38,000.00"
30322,30322,4,02/05/2020,"$12,000.00"
30323,30323,2,2023-03-22,10800
30324,30324,3,2020-11-03,"$16,300.00"
30325,30325,1,2020-12-02,"$1,500.00"
30326,30326,2,06/15/2025,"$28,900.00"
30327,30327,4,03/17/2023,30300
30328,30328,3,09/23/2020,44300
30329,30329,4,2019-01-14,35200
30330,30330,2,Feb 11 2019,20600
30331,30331,2,2025-02-13,26500.00
30332,30332,4,2018-07-03,44000
30333,30333,2,11/29/2024,"$50,000.00"
30334,30334,4,2024-08-26,20200
30335,30335,3,2021-04-03,23000
30336,30336,4,04/24/2024,"$22,900.00"
30337,30337,3,Jun 11 2019,"$49,100.00"
30338,30338,3,Aug 01 2019,43900.00
30339,30339,4,Jun 05 2020,20300.00
30340,30340,4,10/10/2024,37200
30341,30341,3,10/09/2019,"$29,500.00"
30342,30342,2,2025-05-18,"$14,300.00"
30343,30343,3,2024-10-28,30300.00
30344,30344,4,2025-03-29,50000.00
30345,30345,2,2024-04-06,"$23,800.00"
30346,30346,3,Dec 11 2019,14900.00
30347,30347,3,Jun 19 2024,10800.00
30348,30348,3,2021-08-11,17500.00
30349,30349,3,10/03/2020,"$23,200.00"
30350,30350,2,07/06/2020,15100
30351,30351,4,2020-09-29,14200.00
30352,30352,4,2020-02-17,43800
30353,30353,3,2022-02-14,24800.00
30354,30354,3,2023-01-12,17600
30355,30355,3,04/27/2019,15600.00
30356,30356,1,Mar 08 2019,"$1,500.00"
30357,30357,3,2025-05-22,22800.00
30358,30358,1,Feb 16 2025,"$1,500.00"
30359,30359,3,2024-12-16,14300
30360,30360,4,2020-04-22,"$50,000.00"
30361,30361,4,Oct 25 2023,"$18,100.00"
30362,30362,4,09/29/2025,"$50,000.00"
30363,30363,2,2022-09-28,12600.00
30364,30364,3,02/17/2023,9300
30365,30365,4,02/03/2022,"$50,000.00"
30366,30366,2,11/05/2021,"$8,700.00"
30367,30367,3,01/19/2023,47700
30368,30368,3,2019-01-10,"$25,000.00"
30369,30369,3,Feb 08 2019,50000
30370,30370,3,2021-12-20,"$20,200.00"
30371,30371,2,01/27/2024,5200
30372,30372,1,Oct 30 2025,1500
30373,30373,3,2018-09-12,50000
30374,30374,2,08/07/2021,14900.00
30375,30375,2,01/14/2025,"$50,000.00"
30376,30376,3,Dec 20 2022,13500
30377,30377,4,02/12/2023,37200
30378,30378,3,2023-06-30,"$11,700.00"
30379,30379,4,Aug 14 2024,21600.00
30380,30380,3,07/20/2021,35500.00
30381,30381,3,11/22/2023,"$10,200.00"
30382,30382,1,2021-02-25,1500
30383,30383,4,Oct 28 2023,50000.00
30384,30384,4,Jun 26 2022,14600
30385,30385,4,06/12/2021,50000.00
30386,30386,3,Nov 08 2023,"$23,100.00"
30387,30387,3,2023-11-20,25300
30388,30388,4,08/07/2019,"$29,300.00"
30389,30389,4,04/24/2019,11800.00
30390,30390,2,2019-08-22,"$6,400.00"
30391,30391,2,2023-02-07,"$13,500.00"
30392,30392,1,01/20/2024,"$1,500.00"
30393,30393,4,09/24/2018,"$33,700.00"
30394,30394,2,06/30/2023,"$11,300.00"
30395,30395,3,04/08/2022,"$17,000.00"
30396,30396,2,2021-11-02,50000.00
30397,30397,1,Dec 25 2022,"$1,500.00"
30398,30398,4,2022-08-04,"$19,000.00"
30399,30399,2,2018-06-10,6900
30400,30400,4,Mar 11 2025,"$23,700.00"
30401,30401,4,2020-09-21,43700
30402,30402,3,2020-12-02,25200
30403,30403,4,2020-10-14,"$31,400.00"
30404,30404,3,2020-10-23,50000.00
30405,30405,4,03/10/2019,31100
30406,30406,4,06/15/2020,"$28,200.00"
30407,30407,3,Sep 29 2025,"$12,400.00"
30408,30408,4,11/20/2021,27600.00
30409,30409,4,2018-06-04,20800
30410,30410,4,2020-09-28,31500.00
30411,30411,3,2022-04-27,36600
30412,30412,3,2025-07-15,17900
30413,30413,4,2022-07-27,50000.00
30414,30414,4,2018-09-17,"$18,000.00"
30415,30415,4,2020-05-28,39300.00
30416,30416,4,Oct 28 2019,"$24,800.00"
30417,30417,1,2024-12-17,1500
30418,30418,3,Oct 30 2021,"$9,500.00"
30419,30419,4,2023-12-21,"$48,000.00"
30420,30420,2,2023-12-29,"$13,200.00"
30421,30421,4,2019-09-03,26800
30422,30422,3,2020-03-10,"$21,900.00"
30423,30423,4,2020-01-15,"$13,400.00"
30424,30424,2,Apr 22 2021,6700
30425,30425,2,09/19/2025,"$6,700.00"
30426,30426,4,03/11/2019,27700.00
30427,30427,4,12/15/2019,50000
30428,30428,3,06/22/2025,"$4,300.00"
30429,30429,2,2025-12-01,21300
30430,30430,2,05/04/2025,19300.00
30431,30431,1,2018-07-19,1500
30432,30432,2,2023-02-17,14600
30433,30433,3,2020-08-20,50000
30434,30434,3,2023-10-19,32800.00
30435,30435,4,2018-06-08,"$50,000.00"
30436,30436,4,02/24/2024,45300
30437,30437,3,2022-01-25,19700.00
30438,30438,4,05/20/2023,13000
30439,30439,4,2024-09-01,"$25,400.00"
30440,30440,3,2018-09-20,50000
30441,30441,4,Nov 18 2025,"$35,900.00"
30442,30442,3,2019-03-21,"$21,700.00"
30443,30443,2,08/14/2020,"$9,900.00"
30444,30444,4,Feb 02 2021,"$30,700.00"
30445,30445,4,2022-03-06,40900
30446,30446,4,2019-11-18,"$26,100.00"
30447,30447,3,Dec 05 2022,28100.00
30448,30448,2,2020-05-02,21100
30449,30449,2,08/04/2025,8500
30450,30450,4,11/30/2023,"$43,500.00"
30451,30451,2,2021-07-31,"$10,900.00"
30452,30452,3,2020-10-29,9600
30453,30453,3,Oct 26 2018,"$32,700.00"
30454,30454,3,01/15/2021,"$5,000.00"
30455,30455,3,2023-04-30,15900
30456,30456,2,2023-04-30,15300.00
30457,30457,3,2022-10-05,50000
30458,30458,2,11/14/2018,12600
30459,30459,4,2022-08-19,18700
30460,30460,3,Aug 05 2022,4900.00
30461,30461,4,Apr 26 2025,25200.00
30462,30462,3,2019-07-04,24600
30463,30463,4,2018-08-05,"$23,400.00"
30464,30464,3,Jun 08 2024,29000
30465,30465,2,2020-06-10,14100.00
30466,30466,3,2021-12-23,"$37,600.00"
30467,30467,4,Feb 14 2019,"$37,300.00"
30468,30468,3,Jul 08 2024,21000
30469,30469,3,2019-11-05,32600
30470,30470,2,06/18/2022,12500.00
30471,30471,2,Dec 21 2023,"$18,300.00"
30472,30472,4,Sep 01 2023,"$13,200.00"
30473,30473,4,12/11/2021,27100
30474,30474,1,08/16/2018,1500
30475,30475,3,2022-04-13,46300.00
30476,30476,4,2023-06-22,17100
30477,30477,4,2024-12-27,26100
30478,30478,1,2018-12-11,1500
30479,30479,3,Aug 27 2019,20000
30480,30480,4,2019-01-22,29900
30481,30481,4,Jun 23 2022,"$18,400.00"
30482,30482,3,2022-07-07,"$12,400.00"
30483,30483,3,Jan 12 2020,16900.00
30484,30484,2,2019-06-22,"$9,800.00"
30485,30485,3,2020-12-22,"$46,500.00"
30486,30486,4,Jun 13 2018,"$25,500.00"
30487,30487,2,2023-08-27,18400
30488,30488,4,2020-01-03,"$50,000.00"
30489,30489,4,10/11/2025,"$23,600.00"
30490,30490,3,2025-03-05,"$48,700.00"
30491,30491,2,2024-09-23,8800.00
30492,30492,4,02/08/2020,23300.00
30493,30493,2,08/09/2023,"$29,800.00"
30494,30494,1,03/18/2022,1500
30495,30495,3,Apr 22 2024,24100
30496,30496,3,10/08/2022,8100.00
30497,30497,1,2020-01-04,1500.00
30498,30498,2,2020-06-15,"$11,400.00"
30499,30499,2,12/11/2024,8300
30500,30500,3,Nov 15 2020,27600
30501,30501,1,2021-07-24,"$1,500.00"
30502,30502,1,2023-03-28,1500
30503,30503,3,Apr 27 2020,39300
30504,30504,4,2025-04-14,"$50,000.00"
30505,30505,4,2023-05-14,"$50,000.00"
30506,30506,2,11/06/2021,11200.00
30507,30507,1,06/21/2022,1500
30508,30508,2,12/28/2023,19900.00
30509,30509,3,03/27/2023,21500.00
30510,30510,4,2022-06-05,18400
30511,30511,3,2025-05-22,"$22,300.00"
30512,30512,3,2025-05-18,18000
30513,30513,2,03/16/2023,"$17,300.00"
30514,30514,4,2019-07-20,45100
30515,30515,2,2023-02-17,"$27,100.00"
30516,30516,3,2018-10-20,"$13,200.00"
30517,30517,4,2020-01-18,"$25,200.00"
30518,30518,2,Dec 20 2019,"$11,200.00"
30519,30519,2,Nov 26 2020,"$8,000.00"
30520,30520,1,2022-01-01,1500
30521,30521,3,Feb 05 2019,10300
30522,30522,2,Dec 09 2020,42900
30523,30523,3,Jun 06 2019,8100
30524,30524,4,2022-03-15,25700.00
30525,30525,4,06/04/2021,"$16,400.00"
30526,30526,3,2020-11-13,"$20,200.00"
30527,30527,3,2018-12-28,12700
30528,30528,3,12/13/2018,14300
30529,30529,2,2021-11-20,"$12,300.00"
30530,30530,2,2023-09-26,12900
30531,30531,2,2020-11-06,"$20,400.00"
30532,30532,2,08/15/2023,13500
30533,30533,3,2022-12-10,23900
30534,30534,3,2024-10-28,"$50,000.00"
30535,30535,4,2023-09-10,"$20,300.00"
30536,30536,2,2021-09-30,13300.00
30537,30537,2,2018-07-13,"$29,200.00"
30538,30538,4,2022-03-30,38600
30539,30539,2,2018-08-23,23400.00
30540,30540,2,04/27/2019,19800.00
30541,30541,4,07/31/2021,15400
30542,30542,3,10/12/2019,"$20,100.00"
30543,30543,3,09/07/2023,42000
30544,30544,2,10/21/2018,11100
30545,30545,4,2025-07-02,"$13,900.00"
30546,30546,4,Apr 07 2021,"$29,600.00"
30547,30547,3,2023-05-07,"$15,800.00"
30548,30548,2,10/29/2023,"$13,700.00"
30549,30549,3,May 30 2019,21900
30550,30550,3,2023-08-20,14400.00
30551,30551,4,12/31/2020,29100
30552,30552,4,Mar 31 2025,50000
30553,30553,2,2022-05-29,"$33,600.00"
30554,30554,3,2021-07-08,"$17,000.00"
30555,30555,4,10/22/2024,14200
30556,30556,3,Sep 11 2021,"$22,000.00"
30557,30557,4,07/24/2023,21500.00
30558,30558,4,12/08/2022,44800
30559,30559,2,11/16/2021,19400.00
30560,30560,3,2020-11-08,17700.00
30561,30561,2,2021-09-18,"$18,400.00"
30562,30562,4,2020-06-26,"$21,200.00"
30563,30563,4,2021-03-11,"$27,800.00"
30564,30564,1,Jan 13 2023,1500
30565,30565,2,Jul 03 2020,16300
30566,30566,4,2022-12-04,"$13,600.00"
30567,30567,4,05/03/2024,"$43,800.00"
30568,30568,4,2021-04-05,"$27,000.00"
30569,30569,3,2025-11-23,13200.00
30570,30570,4,2019-02-19,29400
30571,30571,4,2020-01-26,"$41,400.00"
30572,30572,2,08/06/2018,"$9,300.00"
30573,30573,3,2022-05-08,"$9,700.00"
30574,30574,4,2021-10-13,10900.00
30575,30575,3,2023-03-22,"$12,900.00"
30576,30576,3,06/23/2018,36800
30577,30577,3,2024-02-20,"$8,400.00"
30578,30578,2,Jun 14 2019,15200
30579,30579,4,2018-07-31,"$19,600.00"
30580,30580,2,Apr 14 2019,"$13,300.00"
30581,30581,3,2024-07-07,"$13,200.00"
30582,30582,4,May 20 2019,"$32,300.00"
30583,30583,3,12/18/2023,12400
30584,30584,4,10/19/2018,8700
30585,30585,2,Jul 22 2020,"$26,800.00"
30586,30586,4,11/11/2020,11500
30587,30587,3,04/01/2021,34100
30588,30588,4,Jun 24 2018,50000
30589,30589,1,Dec 16 2019,1500.00
30590,30590,4,Mar 18 2019,46600
30591,30591,4,2021-10-16,50000
30592,30592,3,2021-07-09,8900
30593,30593,4,2021-11-03,17500
30594,30594,2,2022-06-12,"$12,600.00"
30595,30595,4,2020-03-03,44000
30596,30596,1,2023-01-04,1500
30597,30597,4,Feb 06 2025,"$42,900.00"
30598,30598,4,09/28/2020,28800
30599,30599,4,Nov 16 2023,"$23,400.00"
30600,30600,4,2024-11-09,"$24,600.00"
30601,30601,3,2018-07-06,16600.00
30602,30602,2,09/01/2019,5600.00
30603,30603,1,Jul 30 2024,1500
30604,30604,3,Nov 24 2020,15400.00
30605,30605,4,2022-03-05,"$12,800.00"
30606,30606,4,Jun 30 2023,17600.00
30607,30607,3,07/08/2018,"$11,400.00"
30608,30608,4,12/26/2021,"$50,000.00"
30609,30609,2,2019-08-09,10700
30610,30610,3,Aug 25 2019,"$50,000.00"
30611,30611,4,02/20/2021,28900
30612,30612,4,2022-09-07,9100
30613,30613,3,08/21/2021,13800
30614,30614,2,2024-05-19,"$10,200.00"
30615,30615,1,06/07/2022,"$1,500.00"
30616,30616,2,2020-10-22,15700
30617,30617,2,2022-03-27,"$13,400.00"
30618,30618,3,10/23/2024,17900
30619,30619,2,11/15/2018,14600
30620,30620,4,2022-08-07,"$21,200.00"
30621,30621,4,2024-07-17,46700.00
30622,30622,3,2023-10-03,15600
30623,30623,4,09/12/2021,36900
30624,30624,3,Sep 24 2018,"$7,300.00"
30625,30625,3,05/10/2023,"$26,400.00"
30626,30626,3,11/14/2019,"$50,000.00"
30627,30627,4,Oct 23 2023,"$35,400.00"
30628,30628,2,08/06/2020,"$14,900.00"
30629,30629,2,2021-02-13,9500
30630,30630,4,2020-10-10,50000
30631,30631,4,Jul 10 2024,11900
30632,30632,3,2025-11-05,"$9,100.00"
30633,30633,4,May 31 2022,"$19,100.00"
30634,30634,2,11/25/2018,50000
30635,30635,4,2018-07-12,30500.00
30636,30636,4,2019-06-30,31400
30637,30637,4,2023-07-13,24100.00
30638,30638,2,2020-11-13,23600.00
30639,30639,1,May 30 2025,"$1,500.00"
30640,30640,4,2025-10-21,"$39,600.00"
30641,30641,3,2024-08-16,16300
30642,30642,2,03/08/2023,10500
30643,30643,3,10/11/2018,13900.00
30644,30644,2,Jul 16 2025,16100.00
30645,30645,4,2021-09-26,"$18,600.00"
30646,30646,2,08/05/2025,"$18,700.00"
30647,30647,3,2020-10-02,12100
30648,30648,3,2023-04-27,22300.00
30649,30649,3,Jul 12 2022,37000
30650,30650,1,07/28/2024,1500
30651,30651,2,Jul 19 2025,36400
30652,30652,2,2021-12-18,9300.00
30653,30653,3,Mar 18 2022,"$8,600.00"
30654,30654,1,2025-07-13,"$1,500.00"
30655,30655,4,2022-07-05,50000.00
30656,30656,3,2018-08-21,"$12,200.00"
30657,30657,2,Aug 21 2022,"$18,900.00"
30658,30658,3,2021-03-13,48500.00
30659,30659,3,2022-09-07,"$23,100.00"
30660,30660,2,Jun 11 2024,7700.00
30661,30661,2,2019-10-01,11600
30662,30662,3,2021-09-14,14800.00
30663,30663,4,2019-09-07,50000
30664,30664,4,08/11/2018,"$39,500.00"
30665,30665,2,Aug 05 2025,"$50,000.00"
30666,30666,2,10/02/2018,15000.00
30667,30667,2,2019-02-14,"$24,800.00"
30668,30668,2,10/18/2021,29400.00
30669,30669,3,2023-09-05,28000
30670,30670,4,2022-05-23,28700
30671,30671,3,03/06/2021,"$22,100.00"
30672,30672,4,2024-05-06,17400.00
30673,30673,2,09/10/2023,2500
30674,30674,3,Aug 29 2021,"$18,400.00"
30675,30675,4,2018-09-06,"$50,000.00"
30676,30676,4,2019-05-18,28100.00
30677,30677,4,2021-12-08,"$24,000.00"
30678,30678,3,2023-02-03,"$21,600.00"
30679,30679,2,03/05/2024,"$7,500.00"
30680,30680,2,2022-06-30,6600
30681,30681,3,12/18/2021,"$22,200.00"
30682,30682,3,Nov 15 2023,"$27,700.00"
30683,30683,4,2021-12-05,"$33,500.00"
30684,30684,4,May 26 2025,"$45,000.00"
30685,30685,3,2023-04-22,"$50,000.00"
30686,30686,3,Sep 11 2025,14600.00
30687,30687,1,2020-09-10,1500
30688,30688,2,10/17/2024,7600
30689,30689,2,2025-03-26,"$5,100.00"
30690,30690,4,2024-10-06,23700
30691,30691,3,2019-10-30,"$13,000.00"
30692,30692,2,2018-11-15,"$23,500.00"
30693,30693,4,05/15/2023,19100.00
30694,30694,4,2020-08-30,18500
30695,30695,4,2020-01-13,"$50,000.00"
30696,30696,4,2025-09-15,32800.00
30697,30697,2,01/02/2019,"$18,400.00"
30698,30698,3,Jul 10 2021,7600.00
30699,30699,3,11/03/2018,"$18,300.00"
30700,30700,4,Jun 04 2021,50000.00
30701,30701,2,2025-04-29,15500.00
30702,30702,3,Jan 10 2019,18100.00
30703,30703,4,Mar 28 2022,31800.00
30704,30704,3,Aug 29 2020,"$25,300.00"
30705,30705,2,Sep 30 2018,7900
30706,30706,3,09/11/2023,19400
30707,30707,1,03/01/2022,1500
30708,30708,4,Apr 02 2019,21300
30709,30709,2,2021-10-20,37900.00
30710,30710,2,2025-07-20,"$20,200.00"
30711,30711,3,2019-08-01,"$29,200.00"
30712,30712,4,2022-01-29,36400.00
30713,30713,2,2024-07-27,13000
30714,30714,3,2019-03-21,"$5,700.00"
30715,30715,2,04/29/2021,"$11,400.00"
30716,30716,3,2018-12-27,30300
30717,30717,4,07/07/2022,50000
30718,30718,3,2022-05-25,25200
30719,30719,3,2024-04-04,18300
30720,30720,2,2022-02-04,"$34,500.00"
30721,30721,1,2019-01-08,1500
30722,30722,2,09/18/2021,8000.00
30723,30723,2,2024-09-29,8700.00
30724,30724,2,08/27/2021,35500
30725,30725,1,2019-02-24,1500.00
30726,30726,4,2018-08-20,"$31,300.00"
30727,30727,3,10/19/2020,17200
30728,30728,3,Mar 29 2021,"$49,000.00"
30729,30729,3,Aug 17 2018,19100.00
30730,30730,4,2019-11-08,38400
30731,30731,2,2020-05-19,5800
30732,30732,3,12/01/2018,50000
30733,30733,4,01/08/2022,"$29,300.00"
30734,30734,1,12/13/2024,1500
30735,30735,4,2022-11-12,"$20,200.00"
30736,30736,1,Sep 18 2023,1500
30737,30737,2,09/12/2024,"$27,500.00"
30738,30738,3,04/20/2019,50000
30739,30739,3,2018-12-23,"$21,800.00"
30740,30740,4,2019-11-11,44800
30741,30741,2,2019-08-28,"$34,500.00"
30742,30742,3,2019-04-08,26800.00
30743,30743,3,2022-10-28,50000.00
30744,30744,2,Sep 14 2018,13500
30745,30745,3,2018-10-05,10800
30746,30746,4,06/30/2018,"$16,600.00"
30747,30747,4,2022-02-15,"$50,000.00"
30748,30748,4,02/28/2021,50000
30749,30749,4,2022-09-02,14000
30750,30750,4,2021-12-07,50000
30751,30751,3,2024-07-25,"$15,000.00"
30752,30752,2,2021-09-17,15700
30753,30753,2,01/22/2021,9300.00
30754,30754,4,2023-02-03,13200
30755,30755,3,07/19/2025,11600.00
30756,30756,3,Dec 29 2021,15300.00
30757,30757,4,Mar 18 2025,"$41,600.00"
30758,30758,3,2023-12-14,"$30,300.00"
30759,30759,3,2020-02-13,21500
30760,30760,2,10/23/2024,10000
30761,30761,2,11/12/2022,7000
30762,30762,2,10/20/2022,"$10,200.00"
30763,30763,4,2024-05-06,16300
30764,30764,2,2024-10-08,"$18,800.00"
30765,30765,1,05/22/2021,"$1,500.00"
30766,30766,4,2022-12-29,33300.00
30767,30767,3,11/10/2019,37900
30768,30768,2,11/04/2025,"$44,600.00"
30769,30769,3,2023-02-19,"$37,000.00"
30770,30770,2,2019-03-19,11300
30771,30771,4,2019-02-04,21600
30772,30772,3,10/13/2022,28400
30773,30773,3,2019-11-27,33200
30774,30774,3,09/01/2019,43600
30775,30775,3,2021-05-28,"$44,600.00"
30776,30776,1,Oct 10 2018,"$1,500.00"
30777,30777,3,Feb 21 2019,"$25,800.00"
30778,30778,3,01/03/2025,23200.00
30779,30779,2,2025-06-16,"$9,300.00"
30780,30780,2,2019-06-02,22300.00
30781,30781,4,2025-04-07,"$16,800.00"
30782,30782,3,Nov 30 2021,"$12,000.00"
30783,30783,3,2023-09-16,19000
30784,30784,2,2020-06-22,6900
30785,30785,3,2019-04-28,"$14,600.00"
30786,30786,4,2021-04-17,"$41,400.00"
30787,30787,4,Sep 25 2020,14600.00
30788,30788,3,06/24/2022,"$16,300.00"
30789,30789,3,2019-04-24,"$45,100.00"
30790,30790,3,2019-09-01,24700
30791,30791,3,2019-02-27,"$39,900.00"
30792,30792,3,02/15/2025,50000.00
30793,30793,2,2021-08-22,33400
30794,30794,3,04/23/2021,36400
30795,30795,3,2020-04-26,"$20,700.00"
30796,30796,4,2021-03-18,"$14,300.00"
30797,30797,3,2023-11-23,"$50,000.00"
30798,30798,3,2020-06-11,"$13,700.00"
30799,30799,2,09/09/2024,9700
30800,30800,4,07/16/2022,25100.00
30801,30801,4,2022-05-16,28200
30802,30802,4,05/26/2024,"$50,000.00"
30803,30803,3,2020-01-28,"$17,900.00"
30804,30804,1,2023-04-25,"$1,500.00"
30805,30805,3,2021-06-16,"$30,700.00"
30806,30806,3,Nov 28 2018,41400.00
30807,30807,1,05/28/2023,1500
30808,30808,4,02/27/2023,25900
30809,30809,3,Nov 08 2025,23700
30810,30810,3,Nov 25 2025,11600
30811,30811,3,Oct 07 2020,"$18,500.00"
30812,30812,4,Jun 18 2022,50000.00
30813,30813,4,06/13/2022,50000
30814,30814,2,2020-11-06,"$9,300.00"
30815,30815,2,Nov 01 2022,13800.00
30816,30816,4,04/20/2024,28500.00
30817,30817,4,2019-06-16,50000
30818,30818,4,2019-08-31,37800.00
30819,30819,2,2020-05-17,"$29,900.00"
30820,30820,2,2024-01-02,13300.00
30821,30821,4,03/30/2024,50000
30822,30822,4,07/06/2024,"$20,600.00"
30823,30823,4,2020-09-20,37100
30824,30824,3,2018-10-05,"$23,500.00"
30825,30825,2,2019-05-29,"$12,900.00"
30826,30826,3,2020-01-30,21800
30827,30827,2,2022-03-28,26600
30828,30828,4,2018-09-05,28200.00
30829,30829,2,Jan 28 2021,"$3,800.00"
30830,30830,3,01/08/2020,"$21,300.00"
30831,30831,3,2020-07-24,"$15,700.00"
30832,30832,3,2022-09-10,"$8,600.00"
30833,30833,2,2023-12-11,5700.00
30834,30834,3,Oct 06 2023,"$24,900.00"
30835,30835,3,May 04 2023,14600.00
30836,30836,4,2023-06-25,31700
30837,30837,1,12/01/2020,1500
30838,30838,4,2019-04-15,"$22,600.00"
30839,30839,4,04/03/2023,33300
30840,30840,3,07/15/2023,39400.00
30841,30841,4,Aug 27 2021,"$28,300.00"
30842,30842,4,2019-06-02,"$28,000.00"
30843,30843,4,2020-05-04,"$34,100.00"
